,,,,,,,,,,,,,,,,,,,,,,,,,,
数据导出日期为2023-02-02，点击企业名称可查看最新数据。更多企业信息请访问：aiqicha.baidu.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
企业名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,电话,更多电话,邮箱,更多邮箱,统一社会信用代码,纳税人识别号,工商注册号,组织机构代码,参保人数,企业类型,所属行业,曾用名,注册地址,最新年报地址,网址,经营范围
深圳市家之福装修有限公司,开业,朱上新,300万(元),-,2021-09-27,2022-05-25,-,广东省,深圳市,深圳市,13670207020,-,815268898@qq.com,-,91440300MA5H0QQ83K,91440300MA5H0QQ83K,440300214942619,MA5H0QQ8-3,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙华区民治街道民强社区民治第一工业区9栋A6,深圳市龙华区民治街道民强社区民治第一工业区9栋A6,-,"一般经营项目是:家具安装和维修服务;金属门窗工程施工;家用电器安装服务;工程管理服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动);家政服务;专业保洁、清洗、消毒服务;建筑物清洁服务;住宅水电安装维护服务;城市绿化管理;网络技术服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动),许可经营项目是:住宅室内装饰装修;对外承包工程。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准);建筑物拆除作业(爆破作业除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
顺安广告装修工程(深圳)有限公司,开业,钟剑锋,"1,000万(元)",-,2021-01-29,2021-07-15,-,广东省,深圳市,宝安区,18098944768,-,849993678@qq.com,-,91440300MA5GLFCB2N,91440300MA5GLFCB2N,440300212846276,MA5GLFCB-2,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区石岩街道宝源社区料坑大道20号606,深圳市宝安区石岩街道宝源社区料坑大道20号606,-,一般经营项目是：建筑工程信息咨询；建材、五金的销售；脚手架、钢管租赁；工程造价咨询。广告制作；品牌管理；广告设计、代理；照明器具销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：室内外装饰，装修工程的设计与施工；消防工程；地基基础工程，市政公用工程，公路工程，桥梁与隧道工程；钢结构工程，建筑幕墙工程，古建工程，园林绿化工程，建筑智能化工程，铝合金门窗工程，环保工程，暖通工程；建筑工程劳务分包。
深圳市明鑫装修设计工程有限公司,开业,陆魁炯,500万(元),-,2021-07-20,2021-07-20,-,广东省,深圳市,光明区,13823165162,-,13823165162@139.com,-,91440300MA5GWNM16C,91440300MA5GWNM16C,440300214383357,MA5GWNM1-6,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市光明区公明街道上村社区南元六巷7号603,深圳市光明区公明街道上村社区南元六巷7号603,-,一般经营项目是：专业设计服务；土石方工程施工；住宅水电安装维护服务；金属门窗工程施工；园林绿化工程施工；建筑材料销售；建筑物清洁服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；各类工程建设活动；建设工程设计；施工专业作业。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳七彩装修艺术有限公司,开业,孟国文,500万(元),-,2020-04-02,2020-04-02,-,广东省,深圳市,宝安区,18926753830,-,18926753830@163.com,-,91440300MA5G4BXM2Q,91440300MA5G4BXM2Q,440300209801913,MA5G4BXM-2,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区新桥街道上寮社区新沙路东段1号A座豪盛花园大酒店208,深圳市宝安区新桥街道上寮社区新沙路东段1号A座豪盛花园大酒店208,-,一般经营项目是：地坪材料、建筑材料、装饰材料销售。国内贸易。，许可经营项目是：室内外装饰工程、基础建设工程、混泥土固化工程、金刚砂固化工程、交通设施工程、停车场规划设计工程，环氧树脂、聚氨酯、复古、染色固化地坪工程的设计与施工。
深圳市诚和汇装修工程有限公司,开业,徐建勋,500万(元),500万(元),2021-01-20,2021-01-20,-,广东省,深圳市,龙华区,13528482659,-,775624146@qq.com,-,91440300MA5GL1788L,91440300MA5GL1788L,440300212744541,MA5GL178-8,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙华区观湖街道松元厦社区观平路327-5号101,深圳市龙华区观湖街道松元厦社区观平路327-5号101,-,一般经营项目是：装修工程、建筑工程、安防工程、无尘净化系统安装工程、钢结构工程的设计与施工；建筑装潢技术服务、技术咨询、技术开发；钢结构材料的销售；装饰材料、建筑材料、五金产品、家具用品、办公用品、电子产品、日用百货的销售；从事广告业务；展览展示策划；国内贸易；货物及技术进出口。，许可经营项目是：无
深圳市来寓装修设计有限公司,开业,邵应泉,10万(元),-,2020-03-20,2022-08-17,2020-03-20 至 9999-12-31,广东省,深圳市,宝安区,13510231327,-,13510231327@163.com,-,91440300MA5G3LY6XU,91440300MA5G3LY6XU,440300209663400,MA5G3LY6-X,0人,有限责任公司(自然人独资),商务服务业,深圳市来休教育咨询有限公司,深圳市宝安区西乡街道铁岗社区宝田一路360嘉皇源D栋501、506,深圳市宝安区西乡街道铁岗社区宝田一路360嘉皇源D栋501、506,-,一般经营项目是：空调的上门安装，维修，保养；建筑装修装饰工程的设计与施工；建筑幕墙工程设计与施工；体育场地设施工程、机电设备安装工程、城市园林绿化工程、消防设施工程的设计与施工；钢结构工程的施工；家具和木制品的设计；建筑工程施工；防水防腐保温工程、古建筑工程、城市及道路照明工程；建筑劳务分包；建筑装饰设计咨询；建筑装饰软饰品设计与销售；家私配套产品、空调设备销售；不锈钢制品的设计；建筑材料的销售；经营进出口业务；投资兴办实业（不含限制项目）；国内贸易；雕塑壁画设计安装；市政公用工程施工；环保工程施工；展览场馆工程的设计与施工；家私配套产品、空调设备、不锈钢制品的上门安装。工程咨询服务，技术咨询服务。，许可经营项目是
深圳市毅盛装饰装修工程有限公司,开业,李倩娴,"3,000万(元)",-,2020-07-24,2021-01-15,-,广东省,深圳市,宝安区,13728690281,0755-82280309,2372212475@qq.com,-,91440300MA5GAHMG20,91440300MA5GAHMG20,440300210973875,MA5GAHMG-2,0人,有限责任公司(法人独资),土木工程建筑业,-,深圳市宝安区新安街道布心社区73区流塘路354号堂丰商务大厦610,深圳市宝安区新安街道布心社区73区流塘路354号堂丰商务大厦610,-,一般经营项目是：建筑工程的设计与施工；装修装饰工程；房屋建筑工程施工总承包，市政公用工程施工总承包，公路工程施工总承包，水利水电工程施工总承包，地基与基础工程设计与施工，建筑幕墙工程设计与施工，地质灾害工程专业承包，结构补强工程专业承包，城市及道路照明工程专业承包，预应力工程承包，建筑劳务分包，园林绿化；钢结构工程；土石方工程专业承包，水电安装工程；机电安装工程；给排水工程；环保工程；建筑装饰材料的购销；建筑运输机械租售；园林绿化养护管理工程；港口和航道工程；电力工程施工总承包；通信工程施工；起重设备安装工程；电子与智能化工程；消防设施工程；防水防腐保温工程；桥梁工程；隧道工程；模板脚手架工程；古建筑工程；公路交通工程、公路工程、机电工程的施工，许可经营项目是：无
深圳宏亿顺设计装修有限公司,开业,易本德,50万(元),-,2021-06-23,2021-06-23,-,广东省,深圳市,龙岗区,13537658166,-,353861977@qq.com,-,91440300MA5GUGMU3T,91440300MA5GUGMU3T,440300214143953,MA5GUGMU-3,0人,有限责任公司,专业技术服务业,-,深圳市龙岗区吉华街道甘坑社区甘坑新村六巷8号103,深圳市龙岗区吉华街道甘坑社区甘坑新村六巷8号103,-,一般经营项目是：专业设计服务；平面设计；金属门窗工程施工；工程管理服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：各类工程建设活动；住宅室内装饰装修；建设工程设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市深重洪龙装修有限公司,开业,曹洪龙,"1,000万(元)",-,2020-06-12,2020-06-12,-,广东省,深圳市,宝安区,13602574417,-,13602574417@qq.com,-,91440300MA5G89PR91,91440300MA5G89PR91,440300210478844,MA5G89PR-9,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区石岩街道上屋社区元径旧村80号103,深圳市宝安区石岩街道上屋社区元径旧村80号103,-,一般经营项目是：空调上门安装。（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营），许可经营项目是：拆迁工程、装修拆除工程、爆破拆除工程、土石方工程的施工；建筑装饰工程、消防工程、装修设计与施工、建筑幕墙安装工程及检测、维护保养；建筑的室内外装饰工程的施工；地下管道工程、建筑装饰工程设计。
蚁工装修设计工程(深圳)有限公司,开业,王小飞,"1,000万(元)",-,2020-09-18,2020-09-18,-,广东省,深圳市,龙岗区,13692213004,-,13692213004@qq.com,-,91440300MA5GD9GP28,91440300MA5GD9GP28,440300211465780,MA5GD9GP-2,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙城街道爱联社区缤纷世纪公寓B座3F,深圳市龙岗区龙城街道爱联社区缤纷世纪公寓B座3F,-,一般经营项目是：室内外装饰工程设计与施工；家庭居室装饰装修工程设计与施工及技术服务；市政工程设计与施工及技术服务；无尘净化工程的设计与施工；幕墙设计与施工；建筑装饰工程劳务分包；物业管理；园林设计与施工；无尘设备、防水设备、建筑材料、装饰材料的销售；国内贸易；货物及技术的进出口。，许可经营项目是：无
深圳市恒博装修工程有限公司,开业,习文,"1,000万(元)",-,2021-01-28,2022-07-20,2021-01-28 至 9999-12-31,广东省,深圳市,龙华区,18829215256,-,274957585@qq.com,-,91442000MA55XA9M5P,91442000MA55XA9M5P,442000002761380,MA55XA9M-5,0人,有限责任公司(法人独资),房屋建筑业,广东鸿菲建筑工程有限公司,深圳市龙华区大浪街道龙平社区鸿荣源尚峻二期3B栋302,深圳市龙华区大浪街道龙平社区鸿荣源尚峻二期3B栋302,-,一般经营项目是：工程管理服务；园林绿化工程施工；建筑物清洁服务；建筑材料销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。），许可经营项目是：房屋建筑和市政基础设施项目工程总承包；住宅室内装饰装修；建设工程设计；公路管理与养护；电力设施承装、承修、承试；建筑智能化工程施工；消防设施工程施工；文物保护工程施工；施工专业作业；各类工程建设活动；建筑劳务分包。（上述经营范围涉及：建筑业；建设工程勘察、设计；承装、承修、承试电力设施；文物保护工程。）。
深圳市午木装修工程有限公司,开业,肖三友,"1,000万(元)",-,2021-06-28,2021-07-06,-,广东省,深圳市,福田区,13953103912,-,13953103912@139.com,-,91440300MA5GUN3R7A,91440300MA5GUN3R7A,440300214178260,MA5GUN3R-7,0人,有限责任公司(自然人独资),农业,-,深圳市福田区莲花街道福中社区金田路4028号荣超经贸中心A311K23,深圳市福田区莲花街道福中社区金田路4028号荣超经贸中心A311K23,-,一般经营项目是：工程管理服务；园林绿化工程施工；建筑工程机械与设备租赁；机械设备销售；汽车租赁；建筑装饰材料销售；电线、电缆经营；计算机软硬件及辅助设备批发；五金产品批发；办公用品销售；家具销售；家用电器零配件销售；消防器材销售；卫生洁具销售；花卉种植；装卸搬运。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：住宅室内装饰装修；各类工程建设活动；建筑智能化工程施工；消防设施工程施工；建筑智能化系统设计；施工专业作业；物业管理；建筑劳务分包；城市生活垃圾经营性服务；道路货物运输（不含危险货物）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
